Ignore,Year,Month,Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,System Transaction Number,Amount
195087,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,PA CONSULTING GROUP,1166120,"-3,315.00"
195088,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,PA CONSULTING GROUP,1166120,"-1,423.50"
195089,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,PA CONSULTING GROUP,1166120,"3,315.00"
195090,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,IT/IS Consultancy,DG CENTRAL GROUP,PA CONSULTING GROUP,1166120,"1,423.50"
195091,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,Aslc Contribution,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,4006869,"3,405,388.83"
195092,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,Added Years and Wwpsc,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,4006869,"397,398.09"
195093,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,Added Years and Wwpsc,NON CASH & UNALLOCATED COSTS,CABINET OFFICE,4006869,"68,275.52"
195094,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,16-Jun-10,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,CPS - CROWN PROSECUTION SERVICE HQ,4006871,"46,519.39"
195095,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"2,343.93"
195096,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,66.27
195097,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,900.71
195098,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,78.25
195099,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"3,258.03"
195100,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,186.79
195101,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,138.64
195102,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,127.47
195103,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"1,628.76"
195104,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"2,098.89"
195105,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,407.19
195106,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,280.79
195107,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"4,349.44"
195108,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Deferred Staff,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"12,759.19"
195109,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"4,498.30"
195110,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,515.67
195111,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,14.58
195112,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,198.16
195113,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,17.22
195114,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,716.77
195115,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,41.1
195116,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,30.5
195117,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,28.04
195118,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,358.33
195119,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,461.76
195120,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,89.58
195121,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,61.77
195122,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,956.88
195123,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,"2,807.02"
195124,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9405,989.63
195125,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"6,215.43"
195126,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"1,111.91"
195127,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,640.48
195128,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"5,422.01"
195129,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,417.95
195130,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,412.9
195131,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,493.92
195132,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"3,324.25"
195133,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"4,103.76"
195134,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,831.06
195135,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,252.26
195136,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"10,753.29"
195137,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Deferred Staff,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"9,548.42"
195138,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Secondments,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"11,604.23"
195139,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"9,965.20"
195140,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"1,243.08"
195141,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,222.38
195142,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,128.1
195143,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"1,084.40"
195144,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,83.59
195145,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,82.58
195146,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,98.78
195147,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,664.85
195148,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,820.75
195149,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,166.21
195150,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,50.45
195151,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"2,150.65"
195152,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"1,909.68"
195153,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"2,320.85"
195154,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001628,"1,993.04"
195155,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"2,293.68"
195156,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,521.29
195157,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,375.89
195158,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"2,945.66"
195159,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,220.49
195160,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,460.16
195161,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,154.14
195162,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"4,204.77"
195163,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"2,294.66"
195164,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"1,051.19"
195165,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,131.2
195166,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"6,658.81"
195167,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"3,117.37"
195168,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"6,077.61"
195169,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,435.8
195170,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,99.04
195171,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,71.42
195172,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,559.67
195173,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,41.89
195174,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,87.43
195175,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,29.28
195176,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,798.9
195177,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,435.99
195178,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,199.72
195179,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,24.93
195180,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"1,265.17"
195181,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,592.3
195182,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001629,"1,154.74"
195183,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,NATO,1001632,"96,602.00"
195184,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1166318,"93,127.35"
195185,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1166318,"-93,127.35"
195186,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1166318,"93,127.35"
195187,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1166318,"-93,127.35"
195188,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,18-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1166318,"93,127.35"
195189,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,22-Jun-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ACTIVE LEARNING CENTRE,1166433,"28,095.00"
195190,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,22-Jun-10,Dsfa Conference and Subscription Fees,DG CHANGE & DELIVERY,DSFA - DIPLOMATIC SERVICE FAMILIES ASSOCIATION,1166485,"72,410.00"
195191,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,"2,186.90"
195192,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Maintenance B and Ce,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,224.88
195193,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,786.09
195194,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,201.38
195195,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,"8,851.71"
195196,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Cleaning,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,362.77
195197,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,99.96
195198,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,452.27
195199,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,"6,013.13"
195200,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Contract Porterage,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,"4,711.64"
195201,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Stationery - General,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,"1,503.29"
195202,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Corporate Strategy Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,130.21
195203,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,"10,144.99"
195204,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,153.75
195205,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,9452,"5,306.70"
195206,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Maintenance M and E,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001653,"2,118.62"
195207,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001653,481.5
195208,2010,Jun,Foreign & Commonwealth Office,Foreign & Commonwealth Office,23-Jun-10,Grounds Mainteance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1001653,347.21
